Venta_ID,Fecha,Pais,Ciudad,Canal_Venta,Categoria,Ventas,Costo,Utilidad,Margen_Utilidad,Segmento,Satisfaccion
791,2025-01-01,Colombia,Cartagena,Tienda Fisica,Hogar,384156,282914,101242,0.26,Corporativo,2
792,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,809067,368427,440640,0.54,Basico,4
793,2025-01-01,Peru,Santiago,Ecommerce,Hogar,3913057,2247535,1665522,0.43,Premium,2
794,2025-01-01,Peru,Cartagena,Ecommerce,Oficina,3929350,3007416,921934,0.23,Corporativo,1
795,2025-01-01,Colombia,Cartagena,App Movil,Tecnologia,1294487,839388,455099,0.35,Premium,5
796,2025-01-01,Colombia,Santiago,Ecommerce,Oficina,190932,87838,103094,0.54,Premium,2
797,2025-01-01,Peru,Lima,Ecommerce,Hogar,4344222,3554712,789510,0.18,Premium,4
798,2025-01-01,Peru,Bogota,Ecommerce,Hogar,2844709,1763057,1081652,0.38,Corporativo,1
799,2025-01-01,Peru,Cartagena,App Movil,Hogar,4870876,2400964,2469912,0.51,Basico,5
800,2025-01-01,Chile,Bogota,Tienda Fisica,Tecnologia,3268748,2500281,768467,0.24,Premium,3
801,2025-01-01,Colombia,Lima,Tienda Fisica,Hogar,3950291,2348223,1602068,0.41,Premium,4
802,2025-01-01,Chile,Lima,Ecommerce,Hogar,727236,554519,172717,0.24,Premium,2
803,2025-01-01,Colombia,Bogota,Tienda Fisica,Tecnologia,1671795,950346,721449,0.43,Corporativo,1
804,2025-01-01,Colombia,Santiago,Tienda Fisica,Tecnologia,4863856,2563120,2300736,0.47,Corporativo,4
805,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,4281089,2596117,1684972,0.39,Basico,4
806,2025-01-01,Peru,Bogota,Ecommerce,Oficina,2542879,2030343,512536,0.2,Corporativo,3
807,2025-01-01,Mexico,Cartagena,Ecommerce,Oficina,3568894,2493346,1075548,0.3,Basico,5
808,2025-01-01,Chile,Bogota,App Movil,Hogar,2688978,1537761,1151217,0.43,Corporativo,4
809,2025-01-01,Peru,Bogota,App Movil,Oficina,1936378,1245348,691030,0.36,Premium,5
810,2025-01-01,Colombia,Cartagena,App Movil,Hogar,4734587,2914386,1820201,0.38,Basico,4
811,2025-01-01,Mexico,Lima,Tienda Fisica,Oficina,3842897,3046864,796033,0.21,Premium,2
812,2025-01-01,Peru,Santiago,App Movil,Hogar,486957,234761,252196,0.52,Basico,2
813,2025-01-01,Colombia,Bogota,Ecommerce,Oficina,1112898,766208,346690,0.31,Premium,1
814,2025-01-01,Colombia,Bogota,Tienda Fisica,Hogar,4696449,3397766,1298683,0.28,Corporativo,5
815,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,4244216,2416081,1828135,0.43,Corporativo,4
816,2025-01-01,Chile,Santiago,Ecommerce,Oficina,1462102,1040669,421433,0.29,Basico,4
817,2025-01-01,Mexico,Bogota,Tienda Fisica,Oficina,4550198,3569527,980671,0.22,Basico,2
818,2025-01-01,Chile,Santiago,App Movil,Oficina,2412639,1826132,586507,0.24,Basico,5
819,2025-01-01,Mexico,Santiago,App Movil,Tecnologia,2550677,1663386,887291,0.35,Basico,4
820,2025-01-01,Peru,Bogota,Ecommerce,Hogar,2098154,1698929,399225,0.19,Corporativo,4
821,2025-01-01,Chile,Bogota,Ecommerce,Tecnologia,1410494,1158426,252068,0.18,Corporativo,3
822,2025-01-01,Colombia,Bogota,Tienda Fisica,Oficina,4841571,3552179,1289392,0.27,Corporativo,1
823,2025-01-01,Chile,Cartagena,App Movil,Oficina,379427,190228,189199,0.5,Basico,4
824,2025-01-01,Colombia,Bogota,Tienda Fisica,Hogar,217017,158720,58297,0.27,Corporativo,3
825,2025-01-01,Chile,Bogota,App Movil,Hogar,3821050,2394217,1426833,0.37,Corporativo,5
826,2025-01-01,Mexico,Bogota,Ecommerce,Oficina,693020,581616,111404,0.16,Corporativo,3
827,2025-01-01,Chile,Bogota,App Movil,Tecnologia,4513489,3330574,1182915,0.26,Basico,2
828,2025-01-01,Mexico,Cartagena,Tienda Fisica,Oficina,2156695,1784441,372254,0.17,Corporativo,5
829,2025-01-01,Mexico,Bogota,App Movil,Hogar,4911944,3472818,1439126,0.29,Corporativo,4
830,2025-01-01,Chile,Bogota,Ecommerce,Hogar,146038,116787,29251,0.2,Premium,3
831,2025-01-01,Peru,Lima,App Movil,Tecnologia,3727695,2914481,813214,0.22,Basico,1
832,2025-01-01,Peru,Lima,Ecommerce,Tecnologia,3370691,2751997,618694,0.18,Basico,2
833,2025-01-01,Colombia,Bogota,Tienda Fisica,Tecnologia,1036008,491812,544196,0.53,Corporativo,4
834,2025-01-01,Colombia,Cartagena,Tienda Fisica,Oficina,3355900,2211058,1144842,0.34,Basico,1
835,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,3781209,1724018,2057191,0.54,Premium,4
836,2025-01-01,Chile,Bogota,App Movil,Tecnologia,4044959,1851900,2193059,0.54,Basico,4
837,2025-01-01,Peru,Cartagena,App Movil,Hogar,4663148,3056682,1606466,0.34,Premium,3
838,2025-01-01,Chile,Bogota,Tienda Fisica,Hogar,570083,290435,279648,0.49,Basico,1
839,2025-01-01,Chile,Bogota,Ecommerce,Oficina,2061716,1501354,560362,0.27,Basico,3
840,2025-01-01,Mexico,Lima,Tienda Fisica,Tecnologia,3638876,2898935,739941,0.2,Basico,4
841,2025-01-01,Peru,Bogota,Ecommerce,Tecnologia,693394,567082,126312,0.18,Premium,2
842,2025-01-01,Colombia,Lima,Tienda Fisica,Hogar,618370,311231,307139,0.5,Corporativo,4
843,2025-01-01,Colombia,Lima,Ecommerce,Tecnologia,3329856,1529037,1800819,0.54,Basico,5
844,2025-01-01,Colombia,Cartagena,Ecommerce,Hogar,463650,301998,161652,0.35,Basico,2
845,2025-01-01,Colombia,Santiago,App Movil,Hogar,1413993,1174149,239844,0.17,Basico,5
846,2025-01-01,Chile,Santiago,App Movil,Hogar,2109308,1539948,569360,0.27,Corporativo,3
847,2025-01-01,Peru,Santiago,App Movil,Hogar,436321,329502,106819,0.24,Premium,4
848,2025-01-01,Mexico,Bogota,Ecommerce,Oficina,4377207,2185925,2191282,0.5,Basico,5
849,2025-01-01,Mexico,Bogota,Tienda Fisica,Tecnologia,3059081,2328298,730783,0.24,Corporativo,1
850,2025-01-01,Colombia,Santiago,Tienda Fisica,Tecnologia,4361443,3663313,698130,0.16,Basico,2
851,2025-01-01,Mexico,Cartagena,Ecommerce,Hogar,458149,224714,233435,0.51,Basico,2
852,2025-01-01,Chile,Cartagena,Tienda Fisica,Tecnologia,1384755,894897,489858,0.35,Corporativo,1
853,2025-01-01,Mexico,Bogota,App Movil,Tecnologia,1185207,790624,394583,0.33,Premium,2
854,2025-01-01,Chile,Bogota,Tienda Fisica,Tecnologia,2583669,2085855,497814,0.19,Basico,4
855,2025-01-01,Peru,Cartagena,Ecommerce,Oficina,2887956,1922952,965004,0.33,Basico,1
856,2025-01-01,Mexico,Cartagena,Tienda Fisica,Oficina,2339506,1337608,1001898,0.43,Corporativo,2
857,2025-01-01,Peru,Cartagena,App Movil,Hogar,516663,351401,165262,0.32,Basico,2
858,2025-01-01,Peru,Bogota,Ecommerce,Hogar,4242657,2587702,1654955,0.39,Corporativo,1
859,2025-01-01,Mexico,Cartagena,Ecommerce,Hogar,3176004,1717205,1458799,0.46,Basico,5
860,2025-01-01,Chile,Bogota,Ecommerce,Oficina,346450,227353,119097,0.34,Corporativo,1
861,2025-01-01,Colombia,Santiago,App Movil,Tecnologia,1374841,995896,378945,0.28,Corporativo,4
862,2025-01-01,Colombia,Santiago,Ecommerce,Hogar,3614755,1881815,1732940,0.48,Corporativo,1
863,2025-01-01,Chile,Lima,Ecommerce,Tecnologia,652798,426820,225978,0.35,Basico,2
864,2025-01-01,Mexico,Santiago,Tienda Fisica,Tecnologia,1256015,992168,263847,0.21,Corporativo,4
865,2025-01-01,Mexico,Lima,Tienda Fisica,Tecnologia,1602875,740567,862308,0.54,Basico,4
866,2025-01-01,Mexico,Cartagena,Tienda Fisica,Oficina,1168261,704509,463752,0.4,Basico,5
867,2025-01-01,Peru,Cartagena,Tienda Fisica,Hogar,1101737,509653,592084,0.54,Premium,5
868,2025-01-01,Colombia,Lima,Ecommerce,Hogar,846308,525088,321220,0.38,Premium,1
869,2025-01-01,Chile,Santiago,Tienda Fisica,Hogar,1884268,1212087,672181,0.36,Corporativo,1
870,2025-01-01,Peru,Lima,Tienda Fisica,Tecnologia,750602,479966,270636,0.36,Premium,4
871,2025-01-01,Mexico,Lima,Ecommerce,Hogar,1422328,676934,745394,0.52,Basico,2
872,2025-01-01,Mexico,Lima,Tienda Fisica,Tecnologia,1347977,818415,529562,0.39,Basico,4
873,2025-01-01,Mexico,Santiago,App Movil,Tecnologia,1758237,1246038,512199,0.29,Basico,5
874,2025-01-01,Peru,Cartagena,Tienda Fisica,Hogar,2916453,1520812,1395641,0.48,Basico,1
875,2025-01-01,Colombia,Lima,App Movil,Oficina,1226542,978110,248432,0.2,Basico,1
876,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,822684,496920,325764,0.4,Premium,5
877,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,4556978,2237694,2319284,0.51,Premium,3
878,2025-01-01,Peru,Cartagena,App Movil,Hogar,1532821,958196,574625,0.37,Premium,3
879,2025-01-01,Chile,Bogota,Tienda Fisica,Hogar,2225770,1707878,517892,0.23,Basico,1
880,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,3602139,2530036,1072103,0.3,Basico,2
881,2025-01-01,Colombia,Bogota,Tienda Fisica,Tecnologia,700998,430950,270048,0.39,Basico,4
882,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,1246119,602378,643741,0.52,Corporativo,4
883,2025-01-01,Peru,Santiago,Tienda Fisica,Oficina,2607297,2212385,394912,0.15,Corporativo,2
884,2025-01-01,Colombia,Santiago,Tienda Fisica,Oficina,2651742,2013887,637855,0.24,Premium,5
885,2025-01-01,Chile,Cartagena,Tienda Fisica,Tecnologia,1880779,1095394,785385,0.42,Premium,3
886,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,4754066,3143960,1610106,0.34,Corporativo,3
887,2025-01-01,Colombia,Lima,Tienda Fisica,Oficina,4951548,2788915,2162633,0.44,Basico,5
888,2025-01-01,Chile,Santiago,App Movil,Oficina,2219636,1041049,1178587,0.53,Premium,5
889,2025-01-01,Colombia,Lima,App Movil,Hogar,382877,213454,169423,0.44,Corporativo,4
890,2025-01-01,Peru,Bogota,Tienda Fisica,Oficina,2799755,1390721,1409034,0.5,Basico,3
891,2025-01-01,Chile,Lima,Tienda Fisica,Hogar,1511882,997879,514003,0.34,Basico,5
892,2025-01-01,Mexico,Cartagena,App Movil,Hogar,620352,327383,292969,0.47,Basico,4
893,2025-01-01,Mexico,Bogota,Ecommerce,Hogar,4743369,2286099,2457270,0.52,Basico,5
894,2025-01-01,Mexico,Bogota,Tienda Fisica,Hogar,612648,420029,192619,0.31,Corporativo,3
895,2025-01-01,Peru,Lima,App Movil,Hogar,2631726,1986094,645632,0.25,Basico,5
896,2025-01-01,Mexico,Cartagena,App Movil,Oficina,4593499,2353303,2240196,0.49,Corporativo,4
897,2025-01-01,Peru,Lima,Tienda Fisica,Hogar,672285,410422,261863,0.39,Corporativo,1
898,2025-01-01,Mexico,Santiago,Ecommerce,Oficina,3312018,1564342,1747676,0.53,Basico,2
899,2025-01-01,Peru,Lima,Ecommerce,Hogar,4571697,3549774,1021923,0.22,Corporativo,3
900,2025-01-01,Mexico,Bogota,Ecommerce,Oficina,4541488,2880644,1660844,0.37,Basico,1
901,2025-01-01,Chile,Santiago,Ecommerce,Tecnologia,1644561,1396564,247997,0.15,Premium,4
902,2025-01-01,Peru,Lima,Tienda Fisica,Oficina,1558929,899392,659537,0.42,Basico,2
903,2025-01-01,Mexico,Cartagena,Tienda Fisica,Oficina,4305473,2029633,2275840,0.53,Basico,1
904,2025-01-01,Chile,Cartagena,Ecommerce,Oficina,3553531,2121575,1431956,0.4,Basico,4
905,2025-01-01,Colombia,Bogota,Ecommerce,Hogar,3721902,2214968,1506934,0.4,Premium,3
906,2025-01-01,Peru,Lima,Tienda Fisica,Oficina,2225866,1668993,556873,0.25,Corporativo,5
907,2025-01-01,Chile,Santiago,Ecommerce,Tecnologia,3510030,2077560,1432470,0.41,Corporativo,1
908,2025-01-01,Peru,Santiago,Tienda Fisica,Hogar,4058336,1832492,2225844,0.55,Premium,2
909,2025-01-01,Chile,Bogota,Tienda Fisica,Tecnologia,3727215,2160712,1566503,0.42,Premium,2
910,2025-01-01,Mexico,Santiago,Ecommerce,Hogar,3438071,2199715,1238356,0.36,Corporativo,4
911,2025-01-01,Peru,Cartagena,Ecommerce,Hogar,737534,334277,403257,0.55,Premium,5
912,2025-01-01,Peru,Bogota,App Movil,Tecnologia,2155330,1201850,953480,0.44,Corporativo,4
913,2025-01-01,Chile,Santiago,App Movil,Oficina,1387750,649414,738336,0.53,Corporativo,1
914,2025-01-01,Chile,Lima,App Movil,Oficina,3738151,1857951,1880200,0.5,Premium,5
915,2025-01-01,Colombia,Lima,Ecommerce,Tecnologia,4129747,3450419,679328,0.16,Premium,2
916,2025-01-01,Chile,Lima,Tienda Fisica,Oficina,423220,257276,165944,0.39,Premium,5
917,2025-01-01,Peru,Lima,Tienda Fisica,Oficina,712732,509184,203548,0.29,Premium,5
918,2025-01-01,Mexico,Cartagena,App Movil,Oficina,4870045,3309609,1560436,0.32,Corporativo,2
919,2025-01-01,Colombia,Lima,Tienda Fisica,Tecnologia,4484214,3341952,1142262,0.25,Corporativo,1
920,2025-01-01,Colombia,Bogota,Tienda Fisica,Tecnologia,3887321,3046637,840684,0.22,Premium,2
921,2025-01-01,Peru,Santiago,Ecommerce,Tecnologia,1048089,547164,500925,0.48,Basico,4
922,2025-01-01,Mexico,Cartagena,App Movil,Hogar,2754306,1820245,934061,0.34,Corporativo,4
923,2025-01-01,Peru,Bogota,Ecommerce,Oficina,592308,375730,216578,0.37,Premium,4
924,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,2047312,1570743,476569,0.23,Premium,4
925,2025-01-01,Chile,Santiago,Tienda Fisica,Hogar,4045273,2139430,1905843,0.47,Corporativo,4
926,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,2065753,1429223,636530,0.31,Premium,3
927,2025-01-01,Mexico,Lima,Tienda Fisica,Tecnologia,4518075,3572773,945302,0.21,Basico,2
928,2025-01-01,Colombia,Cartagena,Tienda Fisica,Oficina,1359084,657668,701416,0.52,Basico,1
929,2025-01-01,Chile,Santiago,Ecommerce,Hogar,503616,247758,255858,0.51,Premium,2
930,2025-01-01,Colombia,Lima,App Movil,Hogar,422641,200366,222275,0.53,Premium,4
931,2025-01-01,Peru,Bogota,Tienda Fisica,Hogar,1252457,923992,328465,0.26,Premium,1
932,2025-01-01,Mexico,Bogota,Ecommerce,Oficina,3288633,2379122,909511,0.28,Basico,1
933,2025-01-01,Chile,Bogota,Ecommerce,Hogar,1356894,899280,457614,0.34,Basico,3
934,2025-01-01,Peru,Bogota,Tienda Fisica,Oficina,4506693,2781087,1725606,0.38,Premium,1
935,2025-01-01,Chile,Bogota,App Movil,Hogar,589414,400983,188431,0.32,Corporativo,4
936,2025-01-01,Mexico,Bogota,Ecommerce,Hogar,817030,627956,189074,0.23,Premium,5
937,2025-01-01,Chile,Bogota,Tienda Fisica,Oficina,821015,616389,204626,0.25,Corporativo,4
938,2025-01-01,Mexico,Cartagena,Tienda Fisica,Tecnologia,533862,392254,141608,0.27,Basico,4
939,2025-01-01,Mexico,Lima,Ecommerce,Tecnologia,1535658,813183,722475,0.47,Basico,1
940,2025-01-01,Chile,Santiago,Ecommerce,Hogar,4600658,3536973,1063685,0.23,Premium,5
941,2025-01-01,Mexico,Cartagena,App Movil,Hogar,4304426,2380977,1923449,0.45,Basico,3
942,2025-01-01,Chile,Santiago,Ecommerce,Oficina,1399888,1034521,365367,0.26,Basico,5
943,2025-01-01,Peru,Cartagena,Tienda Fisica,Hogar,926108,647078,279030,0.3,Basico,2
944,2025-01-01,Peru,Lima,App Movil,Hogar,4675496,2870959,1804537,0.39,Premium,3
945,2025-01-01,Chile,Lima,Tienda Fisica,Oficina,4051526,1911218,2140308,0.53,Corporativo,3
946,2025-01-01,Mexico,Bogota,App Movil,Hogar,1409454,842879,566575,0.4,Premium,3
947,2025-01-01,Colombia,Bogota,Tienda Fisica,Tecnologia,3510971,2526163,984808,0.28,Basico,2
948,2025-01-01,Peru,Bogota,Ecommerce,Tecnologia,4107693,1949565,2158128,0.53,Corporativo,5
949,2025-01-01,Peru,Lima,Tienda Fisica,Hogar,731553,582189,149364,0.2,Premium,1
950,2025-01-01,Peru,Lima,App Movil,Tecnologia,1138112,822148,315964,0.28,Basico,5
951,2025-01-01,Peru,Bogota,App Movil,Hogar,528819,393942,134877,0.26,Basico,2
952,2025-01-01,Colombia,Santiago,App Movil,Tecnologia,2330684,1888577,442107,0.19,Corporativo,1
953,2025-01-01,Peru,Lima,App Movil,Tecnologia,4180378,3513813,666565,0.16,Basico,4
954,2025-01-01,Chile,Bogota,Ecommerce,Hogar,4270963,2290752,1980211,0.46,Corporativo,2
955,2025-01-01,Colombia,Cartagena,App Movil,Tecnologia,2175854,1167418,1008436,0.46,Premium,1
956,2025-01-01,Mexico,Santiago,App Movil,Tecnologia,391835,272376,119459,0.3,Premium,2
957,2025-01-01,Chile,Bogota,Tienda Fisica,Hogar,1658972,1106879,552093,0.33,Corporativo,1
958,2025-01-01,Mexico,Bogota,App Movil,Hogar,3183879,1518194,1665685,0.52,Premium,1
959,2025-01-01,Colombia,Santiago,Ecommerce,Oficina,2208509,1563934,644575,0.29,Corporativo,2
960,2025-01-01,Peru,Santiago,Tienda Fisica,Hogar,3167795,2613804,553991,0.17,Basico,4
961,2025-01-01,Chile,Bogota,Ecommerce,Tecnologia,3693387,2123225,1570162,0.43,Corporativo,1
962,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,3420275,1839201,1581074,0.46,Premium,3
963,2025-01-01,Colombia,Cartagena,App Movil,Hogar,1828832,1051751,777081,0.42,Premium,1
964,2025-01-01,Peru,Santiago,App Movil,Oficina,1338801,830623,508178,0.38,Corporativo,2
965,2025-01-01,Peru,Lima,Ecommerce,Hogar,2652253,1858285,793968,0.3,Premium,2
966,2025-01-01,Chile,Lima,Tienda Fisica,Oficina,3917005,3301058,615947,0.16,Basico,1
967,2025-01-01,Chile,Santiago,Ecommerce,Hogar,2149055,1556425,592630,0.28,Basico,5
968,2025-01-01,Colombia,Lima,App Movil,Hogar,1445635,1214985,230650,0.16,Premium,1
969,2025-01-01,Mexico,Bogota,App Movil,Oficina,4168817,2545986,1622831,0.39,Basico,2
970,2025-01-01,Colombia,Bogota,Tienda Fisica,Oficina,3255497,1830852,1424645,0.44,Premium,4
971,2025-01-01,Mexico,Cartagena,App Movil,Hogar,2240991,1767961,473030,0.21,Corporativo,4
972,2025-01-01,Mexico,Lima,Tienda Fisica,Tecnologia,3176724,1798522,1378202,0.43,Corporativo,5
973,2025-01-01,Colombia,Cartagena,Ecommerce,Hogar,3481527,2446695,1034832,0.3,Basico,5
974,2025-01-01,Mexico,Cartagena,Tienda Fisica,Tecnologia,2907307,2347780,559527,0.19,Basico,5
975,2025-01-01,Peru,Santiago,App Movil,Oficina,3315489,1967694,1347795,0.41,Corporativo,5
976,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,1894616,1413842,480774,0.25,Corporativo,1
977,2025-01-01,Colombia,Bogota,App Movil,Tecnologia,4582873,2931701,1651172,0.36,Corporativo,4
978,2025-01-01,Colombia,Lima,Tienda Fisica,Oficina,4347086,2321319,2025767,0.47,Basico,1
979,2025-01-01,Mexico,Lima,Tienda Fisica,Tecnologia,2499690,1885995,613695,0.25,Corporativo,3
980,2025-01-01,Mexico,Lima,Tienda Fisica,Oficina,2606965,1195172,1411793,0.54,Premium,2
981,2025-01-01,Peru,Lima,Ecommerce,Oficina,814409,657014,157395,0.19,Basico,1
982,2025-01-01,Mexico,Lima,App Movil,Oficina,2937775,1726958,1210817,0.41,Basico,2
983,2025-01-01,Colombia,Santiago,Tienda Fisica,Tecnologia,2723281,1883837,839444,0.31,Basico,1
984,2025-01-01,Peru,Lima,Ecommerce,Hogar,589371,287538,301833,0.51,Corporativo,2
985,2025-01-01,Colombia,Santiago,Tienda Fisica,Hogar,3269003,2177953,1091050,0.33,Basico,2
986,2025-01-01,Peru,Bogota,App Movil,Hogar,4261307,2875395,1385912,0.33,Basico,4
987,2025-01-01,Chile,Bogota,App Movil,Oficina,1346260,954256,392004,0.29,Corporativo,1
988,2025-01-01,Colombia,Cartagena,App Movil,Oficina,3315066,2003259,1311807,0.4,Corporativo,2
989,2025-01-01,Chile,Santiago,Tienda Fisica,Tecnologia,4108724,2047702,2061022,0.5,Corporativo,5
990,2025-01-01,Mexico,Lima,Ecommerce,Oficina,1227738,965404,262334,0.21,Basico,2
991,2025-01-01,Mexico,Bogota,Ecommerce,Oficina,814640,419355,395285,0.49,Premium,3
992,2025-01-01,Peru,Bogota,Ecommerce,Oficina,4141486,2657327,1484159,0.36,Basico,1
993,2025-01-01,Chile,Santiago,App Movil,Oficina,360611,275883,84728,0.23,Premium,4
994,2025-01-01,Mexico,Bogota,Tienda Fisica,Hogar,2116013,1456802,659211,0.31,Basico,1
995,2025-01-01,Colombia,Lima,Ecommerce,Hogar,4184532,2499715,1684817,0.4,Corporativo,5
996,2025-01-01,Mexico,Lima,App Movil,Hogar,2528113,1473564,1054549,0.42,Premium,1
997,2025-01-01,Colombia,Bogota,Tienda Fisica,Hogar,691397,346127,345270,0.5,Basico,5
998,2025-01-01,Colombia,Santiago,Ecommerce,Hogar,3127448,1519613,1607835,0.51,Basico,4
999,2025-01-01,Peru,Cartagena,Tienda Fisica,Tecnologia,1118687,820916,297771,0.27,Premium,2
1000,2025-01-01,Colombia,Santiago,Tienda Fisica,Tecnologia,1410598,814212,596386,0.42,Corporativo,5
1001,2025-01-01,Peru,Lima,Ecommerce,Tecnologia,2928496,1873218,1055278,0.36,Corporativo,4
1002,2025-01-01,Peru,Santiago,Tienda Fisica,Hogar,1019470,735379,284091,0.28,Basico,4
1003,2025-01-01,Chile,Bogota,Ecommerce,Tecnologia,4316629,2605801,1710828,0.4,Basico,1
1004,2025-01-01,Colombia,Bogota,Ecommerce,Oficina,3750720,2291287,1459433,0.39,Premium,1
1005,2025-01-01,Chile,Santiago,Tienda Fisica,Tecnologia,4873402,3881025,992377,0.2,Basico,5
1006,2025-01-01,Colombia,Bogota,Ecommerce,Hogar,4971181,3139713,1831468,0.37,Corporativo,5
1007,2025-01-01,Colombia,Cartagena,Tienda Fisica,Oficina,1862391,1192207,670184,0.36,Premium,3
1008,2025-01-01,Colombia,Lima,App Movil,Tecnologia,2944653,1663076,1281577,0.44,Corporativo,2
1009,2025-01-01,Chile,Bogota,Tienda Fisica,Oficina,4353460,3648279,705181,0.16,Basico,2
1010,2025-01-01,Colombia,Bogota,Ecommerce,Oficina,2070399,938799,1131600,0.55,Basico,5
1011,2025-01-01,Mexico,Lima,App Movil,Hogar,4517089,3347589,1169500,0.26,Premium,5
1012,2025-01-01,Colombia,Lima,Tienda Fisica,Oficina,3426641,1912227,1514414,0.44,Basico,2
1013,2025-01-01,Colombia,Bogota,Tienda Fisica,Oficina,4076837,2983360,1093477,0.27,Premium,3
1014,2025-01-01,Mexico,Lima,Ecommerce,Hogar,3963823,2666234,1297589,0.33,Corporativo,1
1015,2025-01-01,Colombia,Santiago,App Movil,Oficina,4307375,1972573,2334802,0.54,Corporativo,4
1016,2025-01-01,Mexico,Cartagena,Tienda Fisica,Hogar,2294049,1597914,696135,0.3,Corporativo,5
1017,2025-01-01,Peru,Lima,App Movil,Oficina,2893101,2258809,634292,0.22,Corporativo,2
1018,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,3991581,2043595,1947986,0.49,Corporativo,3
1019,2025-01-01,Mexico,Santiago,Tienda Fisica,Hogar,1736453,1101425,635028,0.37,Corporativo,2
1020,2025-01-01,Chile,Santiago,App Movil,Tecnologia,1557237,1267216,290021,0.19,Corporativo,1
1021,2025-01-01,Peru,Santiago,Tienda Fisica,Hogar,822018,405085,416933,0.51,Premium,3
1022,2025-01-01,Peru,Santiago,App Movil,Tecnologia,1441378,1193677,247701,0.17,Corporativo,2
1023,2025-01-01,Mexico,Cartagena,App Movil,Oficina,3963206,3283457,679749,0.17,Corporativo,5
1024,2025-01-01,Colombia,Cartagena,App Movil,Oficina,1893487,970626,922861,0.49,Premium,3
1025,2025-01-01,Mexico,Bogota,Ecommerce,Hogar,2959981,1703844,1256137,0.42,Premium,4
1026,2025-01-01,Peru,Lima,App Movil,Tecnologia,3777243,2315522,1461721,0.39,Premium,2
1027,2025-01-01,Mexico,Cartagena,Tienda Fisica,Tecnologia,3456447,2052063,1404384,0.41,Premium,5
1028,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,2014734,1035517,979217,0.49,Premium,4
1029,2025-01-01,Mexico,Santiago,Ecommerce,Oficina,2409373,1646187,763186,0.32,Premium,3
1030,2025-01-01,Colombia,Cartagena,App Movil,Tecnologia,1454909,1010471,444438,0.31,Corporativo,4
1031,2025-01-01,Mexico,Santiago,App Movil,Hogar,737199,613990,123209,0.17,Premium,3
1032,2025-01-01,Mexico,Bogota,App Movil,Tecnologia,366260,254181,112079,0.31,Corporativo,5
1033,2025-01-01,Mexico,Bogota,Ecommerce,Oficina,3113165,1895410,1217755,0.39,Corporativo,1
1034,2025-01-01,Chile,Santiago,App Movil,Hogar,3988219,2355591,1632628,0.41,Premium,3
1035,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,3821523,3149804,671719,0.18,Basico,4
1036,2025-01-01,Colombia,Santiago,Ecommerce,Oficina,2235932,1745466,490466,0.22,Basico,5
1037,2025-01-01,Chile,Bogota,App Movil,Tecnologia,4251598,3508165,743433,0.17,Corporativo,2
1038,2025-01-01,Mexico,Cartagena,App Movil,Oficina,2130585,1069397,1061188,0.5,Premium,1
1039,2025-01-01,Mexico,Bogota,Ecommerce,Tecnologia,2887125,2387344,499781,0.17,Corporativo,1
1040,2025-01-01,Mexico,Santiago,App Movil,Oficina,1801658,1368963,432695,0.24,Corporativo,4
1041,2025-01-01,Chile,Santiago,App Movil,Tecnologia,598782,307747,291035,0.49,Corporativo,3
1042,2025-01-01,Chile,Bogota,Tienda Fisica,Oficina,4541425,2149411,2392014,0.53,Premium,1
1043,2025-01-01,Colombia,Bogota,App Movil,Hogar,4587041,2152875,2434166,0.53,Premium,2
1044,2025-01-01,Colombia,Cartagena,App Movil,Oficina,2613908,1180017,1433891,0.55,Corporativo,5
1045,2025-01-01,Colombia,Cartagena,Ecommerce,Hogar,1812194,927229,884965,0.49,Corporativo,2
1046,2025-01-01,Peru,Bogota,App Movil,Oficina,2556215,1745751,810464,0.32,Corporativo,2
1047,2025-01-01,Chile,Santiago,Ecommerce,Hogar,3784776,2175678,1609098,0.43,Basico,5
1048,2025-01-01,Colombia,Santiago,App Movil,Hogar,4518406,2969670,1548736,0.34,Premium,2
1049,2025-01-01,Colombia,Lima,Tienda Fisica,Hogar,1607634,1109739,497895,0.31,Corporativo,5
1050,2025-01-01,Chile,Santiago,Tienda Fisica,Tecnologia,3608241,2714782,893459,0.25,Basico,2
1051,2025-01-01,Peru,Bogota,Ecommerce,Tecnologia,3076039,1846233,1229806,0.4,Premium,5
1052,2025-01-01,Colombia,Cartagena,App Movil,Tecnologia,2538589,1150258,1388331,0.55,Corporativo,5
